T20,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
533,Aruba,2020,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,65.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2010,Major trading partner 1 (% of imports),United States,,50.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2015,Major trading partner 1 (% of imports),United States,,54.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2020,Major trading partner 1 (% of imports),United States,,46.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2010,Major trading partner 2 (% of exports),Colombia,,27.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2015,Major trading partner 2 (% of exports),Colombia,,27.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2020,Major trading partner 2 (% of exports),Colombia,,14.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2010,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,2.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2015,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,13.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2020,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,26.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2010,Major trading partner 3 (% of exports),Venezuela (Bol. Rep.),,15.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2015,Major trading partner 3 (% of exports),Venezuela (Bol. Rep.),,6.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2020,Major trading partner 3 (% of exports),Venezuela (Bol. Rep.),,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2010,Major trading partner 3 (% of imports),Netherlands,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2015,Major trading partner 3 (% of imports),Netherlands,,10.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
533,Aruba,2020,Major trading partner 3 (% of imports),Netherlands,,13.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Major trading partner 1 (% of exports),China,,25.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Major trading partner 1 (% of exports),China,,31.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Major trading partner 1 (% of exports),China,,40.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Major trading partner 1 (% of imports),China,,18.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Major trading partner 1 (% of imports),China,,23.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Major trading partner 1 (% of imports),China,,28.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Major trading partner 2 (% of exports),Japan,,18.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Major trading partner 2 (% of exports),Japan,,15.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Major trading partner 2 (% of exports),Japan,,12.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Major trading partner 2 (% of imports),United States,,12.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Major trading partner 2 (% of imports),United States,,12.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Major trading partner 2 (% of imports),United States,,11.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Major trading partner 3 (% of exports),Republic of Korea,,8.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Major trading partner 3 (% of exports),Republic of Korea,,7.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Major trading partner 3 (% of exports),Republic of Korea,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2010,Major trading partner 3 (% of imports),Japan,,8.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2015,Major trading partner 3 (% of imports),Japan,,7.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
36,Australia,2020,Major trading partner 3 (% of imports),Japan,,6.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Major trading partner 1 (% of exports),Germany,,31.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Major trading partner 1 (% of exports),Germany,,29.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Major trading partner 1 (% of exports),Germany,,29.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Major trading partner 1 (% of imports),Germany,,38.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Major trading partner 1 (% of imports),Germany,,36.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Major trading partner 1 (% of imports),Germany,,34.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Major trading partner 2 (% of exports),United States,,4.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Major trading partner 2 (% of exports),United States,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Major trading partner 2 (% of exports),United States,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Major trading partner 2 (% of imports),Italy,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Major trading partner 2 (% of imports),Italy,,6.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Major trading partner 2 (% of imports),Italy,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Major trading partner 3 (% of exports),Italy,,7.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Major trading partner 3 (% of exports),Italy,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Major trading partner 3 (% of exports),Italy,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2010,Major trading partner 3 (% of imports),China,,4.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2015,Major trading partner 3 (% of imports),China,,5.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
40,Austria,2020,Major trading partner 3 (% of imports),China,,6.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2010,Major trading partner 1 (% of exports),Italy,,33.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2015,Major trading partner 1 (% of exports),Italy,,17.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2020,Major trading partner 1 (% of exports),Italy,,30.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2010,Major trading partner 1 (% of imports),Russian Federation,,17.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2015,Major trading partner 1 (% of imports),Russian Federation,,15.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2020,Major trading partner 1 (% of imports),Russian Federation,,18.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2010,Major trading partner 2 (% of exports),Turkey,,0.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2015,Major trading partner 2 (% of exports),Turkey,,11.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2020,Major trading partner 2 (% of exports),Turkey,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2010,Major trading partner 2 (% of imports),Turkey,,11.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2015,Major trading partner 2 (% of imports),Turkey,,12.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
31,Azerbaijan,2020,Major trading partner 2 (% of imports),Turkey,,14.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2021."
